

Run Date,Action,Symbol,Description,Type,Price ($),Quantity,Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
02/19/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 20 26 $38.5 (100 SHS) (Margin)", -IBIT260220C38.5,"CALL (IBIT) ISHARES BITCOIN FEB 20 26 $38.5 (100 SHS)",Margin,0.15,-6,3.9,0.14,,85.96,-23249.47,02/20/2026
02/19/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION FEB 20 26 $187.5 (100 SHS) (Margin)", -NVDA260220C187.5,"CALL (NVDA) NVIDIA CORPORATION FEB 20 26 $187.5 (100 SHS)",Margin,1.05,2,1.3,0.05,,-211.35,-23335.43,02/20/2026
02/19/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION FEB 20 26 $187.5 (100 SHS) (Margin)", -NVDA260220C187.5,"CALL (NVDA) NVIDIA CORPORATION FEB 20 26 $187.5 (100 SHS)",Margin,1.72,2,1.3,0.05,,-345.35,-23124.08,02/20/2026
02/19/2026,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION FEB 20 26 $187.5 (100 SHS) (Margin)", -NVDA260220C187.5,"CALL (NVDA) NVIDIA CORPORATION FEB 20 26 $187.5 (100 SHS)",Margin,1.14,-2,1.3,0.05,,226.65,-22778.73,02/20/2026
02/19/2026,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION FEB 20 26 $187.5 (100 SHS) (Margin)", -NVDA260220C187.5,"CALL (NVDA) NVIDIA CORPORATION FEB 20 26 $187.5 (100 SHS)",Margin,1.61,-2,1.3,0.05,,320.65,-23005.38,02/20/2026
02/19/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 20 26 $39 (100 SHS) (Margin)", -IBIT260220C39,"CALL (IBIT) ISHARES BITCOIN FEB 20 26 $39 (100 SHS)",Margin,0.08,-4,1.6,0.1,,30.3,-23326.03,02/20/2026
02/19/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 20 26 $40 (100 SHS) (Margin)", -IBIT260220C40,"CALL (IBIT) ISHARES BITCOIN FEB 20 26 $40 (100 SHS)",Margin,0.03,-5,0.75,0.12,,14.13,-23356.33,02/20/2026
02/17/2026,"EXPIRED CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $76 as of Feb-13-2026 CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $76 (100 SHS) (Margin)", -HOOD260213C76,"CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $76 (100 SHS)",Margin,,5,,,,0.00,-23370.46,
02/17/2026,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION MAR 19 27 $250 (100 SHS) (Margin)", -NVDA270319C250,"CALL (NVDA) NVIDIA CORPORATION MAR 19 27 $250 (100 SHS)",Margin,18.8,-1,0.65,0.02,,1879.33,-23370.46,02/18/2026
02/17/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 18 26 $40 (100 SHS) (Margin)", -IBIT260218C40,"CALL (IBIT) ISHARES BITCOIN FEB 18 26 $40 (100 SHS)",Margin,0.1,10,,0.24,,-100.24,-25249.79,02/18/2026
02/17/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 15 27 $240 (100 SHS) (Margin)", -NVDA270115C240,"CALL (NVDA) NVIDIA CORPORATION JAN 15 27 $240 (100 SHS)",Margin,15.65,3,1.95,0.07,,-4697.02,-25149.55,02/18/2026
02/13/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 18 26 $40 (100 SHS) (Margin)", -IBIT260218C40,"CALL (IBIT) ISHARES BITCOIN FEB 18 26 $40 (100 SHS)",Margin,0.48,-10,6.5,0.24,,473.26,-20452.53,02/17/2026
02/13/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 13 26 $38.5 (100 SHS) (Margin)", -IBIT260213C38.5,"CALL (IBIT) ISHARES BITCOIN FEB 13 26 $38.5 (100 SHS)",Margin,0.53,10,,0.24,,-530.24,-20925.79,02/17/2026
02/13/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 13 26 $38.5 (100 SHS) (Margin)", -IBIT260213C38.5,"CALL (IBIT) ISHARES BITCOIN FEB 13 26 $38.5 (100 SHS)",Margin,0.23,-10,6.5,0.24,,223.26,-20395.55,02/17/2026
02/13/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $76 (100 SHS) (Margin)", -HOOD260213C76,"CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $76 (100 SHS)",Margin,0.11,-5,2.75,0.12,,52.13,-20618.81,02/17/2026
02/13/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $77 (100 SHS) (Margin)", -HOOD260213C77,"CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $77 (100 SHS)",Margin,0.01,5,,0.12,,-5.12,-20670.94,02/17/2026
02/13/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $77 (100 SHS) (Margin)", -HOOD260213C77,"CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $77 (100 SHS)",Margin,0.16,-5,3.25,0.12,,76.63,-20665.82,02/17/2026
02/12/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 13 26 $38.5 (100 SHS) (Margin)", -IBIT260213C38.5,"CALL (IBIT) ISHARES BITCOIN FEB 13 26 $38.5 (100 SHS)",Margin,0.1,10,,0.24,,-100.24,-20742.45,02/13/2026
02/12/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 13 26 $38.5 (100 SHS) (Margin)", -IBIT260213C38.5,"CALL (IBIT) ISHARES BITCOIN FEB 13 26 $38.5 (100 SHS)",Margin,0.16,-10,6.5,0.24,,153.26,-20642.21,02/13/2026
02/12/2026,"YOU SOLD OPENING TRANSACTION PUT (HOOD) ROBINHOOD MKTS INC MAR 19 27 $50 (100 SHS) (Margin)", -HOOD270319P50,"PUT (HOOD) ROBINHOOD MKTS INC MAR 19 27 $50 (100 SHS)",Margin,8.4,-1,0.65,0.02,,839.33,-20795.47,02/13/2026
02/12/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 13 26 $39 (100 SHS) (Margin)", -IBIT260213C39,"CALL (IBIT) ISHARES BITCOIN FEB 13 26 $39 (100 SHS)",Margin,0.09,10,,0.24,,-90.24,-21634.80,02/13/2026
02/12/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $80 (100 SHS) (Margin)", -HOOD260213C80,"CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $80 (100 SHS)",Margin,0.14,5,,0.12,,-70.12,-21544.56,02/13/2026
02/12/2026,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR JAN 21 28 $80 (100 SHS) (Margin)", -PLTR280121P80,"PUT (PLTR) PALANTIR JAN 21 28 $80 (100 SHS)",Margin,14.15,-1,0.65,0.02,,1414.33,-21474.44,02/13/2026
02/11/2026,"YOU SOLD OPENING TRANSACTION PUT (GOOGL) ALPHABET INC CAP STK MAR 19 27 $320 (100 SHS) (Margin)", -GOOGL270319P320,"PUT (GOOGL) ALPHABET INC CAP STK MAR 19 27 $320 (100 SHS)",Margin,44.55,-1,0.65,0.02,,4454.33,-22888.77,02/12/2026
02/11/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 13 26 $39 (100 SHS) (Margin)", -IBIT260213C39,"CALL (IBIT) ISHARES BITCOIN FEB 13 26 $39 (100 SHS)",Margin,0.28,-10,6.5,0.24,,273.26,-27343.10,02/12/2026
02/11/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $80 (100 SHS) (Margin)", -HOOD260213C80,"CALL (HOOD) ROBINHOOD MKTS INC FEB 13 26 $80 (100 SHS)",Margin,0.49,-5,3.25,0.12,,241.63,-27616.36,02/12/2026
02/09/2026,"EXPIRED CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $83 as of Feb-06-2026 CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $83 (100 SHS) (Margin)", -HOOD260206C83,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $83 (100 SHS)",Margin,,5,,,,0.00,-27857.99,
02/06/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $39.5 (100 SHS) (Margin)", -IBIT260206C39.5,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $39.5 (100 SHS)",Margin,0.2,10,,0.24,,-200.24,-27857.99,02/09/2026
02/06/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $39.5 (100 SHS) (Margin)", -IBIT260206C39.5,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $39.5 (100 SHS)",Margin,0.38,-10,6.5,0.24,,373.26,-27657.75,02/09/2026
02/06/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $84 (100 SHS) (Margin)", -HOOD260206C84,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $84 (100 SHS)",Margin,0.02,5,,0.12,,-10.12,-28031.01,02/09/2026
02/06/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $84 (100 SHS) (Margin)", -HOOD260206C84,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $84 (100 SHS)",Margin,0.38,-5,3.25,0.12,,186.63,-28020.89,02/09/2026
02/06/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $83 (100 SHS) (Margin)", -HOOD260206C83,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $83 (100 SHS)",Margin,0.07,-5,1.75,0.12,,33.13,-28207.52,02/09/2026
02/06/2026,"YOU BOUGHT CLOSING TRANSACTION PUT (HOOD) ROBINHOOD MKTS INC JUL 17 26 $60 (100 SHS) (Margin)", -HOOD260717P60,"PUT (HOOD) ROBINHOOD MKTS INC JUL 17 26 $60 (100 SHS)",Margin,4.95,1,0.65,0.02,,-495.67,-28240.65,02/09/2026
02/06/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $40 (100 SHS) (Margin)", -IBIT260206C40,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $40 (100 SHS)",Margin,0.08,10,,0.24,,-80.24,-27744.98,02/09/2026
02/06/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $40 (100 SHS) (Margin)", -IBIT260206C40,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $40 (100 SHS)",Margin,0.12,-10,6,0.24,,113.76,-27664.74,02/09/2026
02/06/2026,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 15 27 $240 (100 SHS) (Margin)", -NVDA270115C240,"CALL (NVDA) NVIDIA CORPORATION JAN 15 27 $240 (100 SHS)",Margin,16.55,-3,1.95,0.07,,4962.98,-27778.50,02/09/2026
02/05/2026,"YOU SOLD OPENING TRANSACTION PUT (HOOD) ROBINHOOD MKTS INC JUL 17 26 $60 (100 SHS) (Margin)", -HOOD260717P60,"PUT (HOOD) ROBINHOOD MKTS INC JUL 17 26 $60 (100 SHS)",Margin,6.95,-1,0.65,0.02,,694.33,-32741.48,02/06/2026
02/05/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $41 (100 SHS) (Margin)", -IBIT260206C41,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $41 (100 SHS)",Margin,0.09,10,,0.24,,-90.24,-33435.81,02/06/2026
02/05/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $41 (100 SHS) (Margin)", -IBIT260206C41,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $41 (100 SHS)",Margin,0.11,10,,0.24,,-110.24,-33345.57,02/06/2026
02/05/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $41 (100 SHS) (Margin)", -IBIT260206C41,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $41 (100 SHS)",Margin,0.16,-10,6.5,0.24,,153.26,-33235.33,02/06/2026
02/05/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $41 (100 SHS) (Margin)", -IBIT260206C41,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $41 (100 SHS)",Margin,0.27,-10,6.5,0.24,,263.26,-33388.59,02/06/2026
02/05/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $90 (100 SHS) (Margin)", -HOOD260206C90,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $90 (100 SHS)",Margin,0.02,5,,0.12,,-10.12,-33651.85,02/06/2026
02/05/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $45 (100 SHS) (Margin)", -IBIT260206C45,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $45 (100 SHS)",Margin,0.02,10,,0.24,,-20.24,-33641.73,02/06/2026
02/04/2026,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION DEC 15 28 $120 (100 SHS) (Margin)", -NVDA281215P120,"PUT (NVDA) NVIDIA CORPORATION DEC 15 28 $120 (100 SHS)",Margin,19.25,-1,0.65,0.02,,1924.33,-33621.49,02/05/2026
02/04/2026,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION DEC 15 28 $120 (100 SHS) (Margin)", -NVDA281215P120,"PUT (NVDA) NVIDIA CORPORATION DEC 15 28 $120 (100 SHS)",Margin,19.55,-1,0.65,0.02,,1954.33,-35545.82,02/05/2026
02/04/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $90 (100 SHS) (Margin)", -HOOD260206C90,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $90 (100 SHS)",Margin,0.1,-5,2.5,0.12,,47.38,-37500.15,02/05/2026
02/04/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $100 (100 SHS) (Margin)", -HOOD260206C100,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $100 (100 SHS)",Margin,0.01,5,,0.12,,-5.12,-37547.53,02/05/2026
02/04/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $45 (100 SHS) (Margin)", -IBIT260206C45,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $45 (100 SHS)",Margin,0.1,-10,5,0.24,,94.76,-37542.41,02/05/2026
02/04/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $48 (100 SHS) (Margin)", -IBIT260206C48,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $48 (100 SHS)",Margin,0.03,9,,0.21,,-27.21,-37637.17,02/05/2026
02/04/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $48 (100 SHS) (Margin)", -IBIT260206C48,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $48 (100 SHS)",Margin,0.03,1,,0.02,,-3.02,-37609.96,02/05/2026
02/04/2026,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR JAN 21 28 $80 (100 SHS) (Margin)", -PLTR280121P80,"PUT (PLTR) PALANTIR JAN 21 28 $80 (100 SHS)",Margin,12.75,-1,0.65,0.02,,1274.33,-37606.94,02/05/2026
02/04/2026,"YOU SOLD OPENING TRANSACTION PUT (CRWV) COREWEAVE INC COM CL JUN 17 27 $55 (100 SHS) (Margin)", -CRWV270617P55,"PUT (CRWV) COREWEAVE INC COM CL JUN 17 27 $55 (100 SHS)",Margin,14.6,-1,0.65,0.02,,1459.33,-38881.27,02/05/2026
02/04/2026,"YOU SOLD OPENING TRANSACTION PUT (CRWV) COREWEAVE INC COM CL JUN 17 27 $55 (100 SHS) (Margin)", -CRWV270617P55,"PUT (CRWV) COREWEAVE INC COM CL JUN 17 27 $55 (100 SHS)",Margin,14.75,-1,0.65,0.02,,1474.33,-40340.60,02/05/2026
02/04/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 15 27 $250 (100 SHS) (Margin)", -NVDA270115C250,"CALL (NVDA) NVIDIA CORPORATION JAN 15 27 $250 (100 SHS)",Margin,12.45,3,1.95,0.07,,-3737.02,-41814.93,02/05/2026
02/03/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $100 (100 SHS) (Margin)", -HOOD260206C100,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $100 (100 SHS)",Margin,0.08,-5,2,0.12,,37.88,-38077.91,02/04/2026
02/03/2026,"YOU SOLD OPENING TRANSACTION CALL (IBIT) ISHARES BITCOIN FEB 06 26 $48 (100 SHS) (Margin)", -IBIT260206C48,"CALL (IBIT) ISHARES BITCOIN FEB 06 26 $48 (100 SHS)",Margin,0.07,-10,3.5,0.24,,66.26,-38115.79,02/04/2026
02/02/2026,"ASSIGNED as of Jan-30-2026 CALL (AAPL) APPLE INC JAN 30 26 $257.5 (100 SHS) (Margin)", -AAPL260130C257.5,"CALL (AAPL) APPLE INC JAN 30 26 $257.5 (100 SHS)",Margin,,2,,,,0.00,-38182.05,
02/02/2026,"EXPIRED PUT (CRWV) COREWEAVE INC COM CLJAN 30 26 $92 as of Jan-30-2026 PUT (CRWV) COREWEAVE INC COM CLJAN 30 26 $92 (100 SHS) (Margin)", -CRWV260130P92,"PUT (CRWV) COREWEAVE INC COM CLJAN 30 26 $92 (100 SHS)",Margin,,1,,,,0.00,-38182.05,
02/02/2026,"ASSIGNED as of Jan-30-2026 PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS) (Margin)", -IBIT260130P50,"PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS)",Margin,,10,,,,0.00,-38182.05,
02/02/2026,"YOU BOUGHT ASSIGNED PUTS AS OF 01-30-26 ISHARES BITCOIN TRUST ETF (IBIT) (Margin)",IBIT,"ISHARES BITCOIN TRUST ETF",Margin,50,1000,,,,-50000,-38182.05,02/02/2026
02/02/2026,"YOU SOLD ASSIGNED CALLS AS OF 01-30-26 APPLE INC (AAPL) (Margin)",AAPL,"APPLE INC",Margin,257.5,-200,,,,51500,11817.95,02/02/2026
01/30/2026,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,59.76,-39682.05,
01/30/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (AAPL) APPLE INC FEB 02 26 $257.5 (100 SHS) (Margin)", -AAPL260202C257.5,"CALL (AAPL) APPLE INC FEB 02 26 $257.5 (100 SHS)",Margin,1.19,2,1.3,0.05,,-239.35,-39741.81,02/02/2026
01/30/2026,"YOU SOLD OPENING TRANSACTION CALL (AAPL) APPLE INC FEB 02 26 $257.5 (100 SHS) (Margin)", -AAPL260202C257.5,"CALL (AAPL) APPLE INC FEB 02 26 $257.5 (100 SHS)",Margin,2.56,-2,1.3,0.05,,510.65,-39502.46,02/02/2026
01/30/2026,"YOU SOLD OPENING TRANSACTION CALL (AAPL) APPLE INC JAN 30 26 $257.5 (100 SHS) (Margin)", -AAPL260130C257.5,"CALL (AAPL) APPLE INC JAN 30 26 $257.5 (100 SHS)",Margin,0.28,-2,1.3,0.05,,54.65,-40013.11,02/02/2026
01/30/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (AAPL) APPLE INC JAN 30 26 $260 (100 SHS) (Margin)", -AAPL260130C260,"CALL (AAPL) APPLE INC JAN 30 26 $260 (100 SHS)",Margin,0.21,2,,0.05,,-42.05,-40067.76,02/02/2026
01/30/2026,"YOU BOUGHT CLOSING TRANSACTION PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS) (Margin)", -IBIT260130P50,"PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS)",Margin,2.36,4,2.6,0.1,,-946.7,-40025.71,02/02/2026
01/29/2026,"YOU SOLD OPENING TRANSACTION PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS) (Margin)", -IBIT260130P50,"PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS)",Margin,1.74,-4,2.6,0.1,,693.3,-39079.01,01/30/2026
01/28/2026,"YOU BOUGHT CLOSING TRANSACTION PUT (HOOD) ROBINHOOD MKTS INC JAN 30 26 $99 (100 SHS) (Margin)", -HOOD260130P99,"PUT (HOOD) ROBINHOOD MKTS INC JAN 30 26 $99 (100 SHS)",Margin,0.3,4,,0.1,,-120.1,-39772.31,01/29/2026
01/28/2026,"YOU SOLD OPENING TRANSACTION PUT (HOOD) ROBINHOOD MKTS INC JAN 30 26 $99 (100 SHS) (Margin)", -HOOD260130P99,"PUT (HOOD) ROBINHOOD MKTS INC JAN 30 26 $99 (100 SHS)",Margin,0.56,-2,1.3,0.05,,110.65,-39652.21,01/29/2026
01/28/2026,"YOU SOLD OPENING TRANSACTION PUT (CRWV) COREWEAVE INC COM CLJAN 30 26 $92 (100 SHS) (Margin)", -CRWV260130P92,"PUT (CRWV) COREWEAVE INC COM CLJAN 30 26 $92 (100 SHS)",Margin,0.58,-1,0.65,0.02,,57.33,-39762.86,01/29/2026
01/28/2026,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR JAN 21 28 $80 (100 SHS) (Margin)", -PLTR280121P80,"PUT (PLTR) PALANTIR JAN 21 28 $80 (100 SHS)",Margin,11,-1,0.65,0.02,,1099.33,-39820.19,01/29/2026
01/28/2026,"YOU SOLD OPENING TRANSACTION PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS) (Margin)", -IBIT260130P50,"PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS)",Margin,0.32,-10,6.5,0.24,,313.26,-40919.52,01/29/2026
01/27/2026,"YOU SOLD OPENING TRANSACTION PUT (HOOD) ROBINHOOD MKTS INC JAN 30 26 $99 (100 SHS) (Margin)", -HOOD260130P99,"PUT (HOOD) ROBINHOOD MKTS INC JAN 30 26 $99 (100 SHS)",Margin,0.51,-2,1.3,0.05,,100.65,-41232.78,01/28/2026
01/27/2026,"YOU BOUGHT CLOSING TRANSACTION PUT (CRWV) COREWEAVE INC COM CLJAN 30 26 $90 (100 SHS) (Margin)", -CRWV260130P90,"PUT (CRWV) COREWEAVE INC COM CLJAN 30 26 $90 (100 SHS)",Margin,0.54,1,,0.02,,-54.02,-41333.43,01/28/2026
01/27/2026,"YOU SOLD OPENING TRANSACTION PUT (ORCL) ORACLE CORP JAN 15 27 $145 (100 SHS) (Margin)", -ORCL270115P145,"PUT (ORCL) ORACLE CORP JAN 15 27 $145 (100 SHS)",Margin,18.55,-1,0.65,0.02,,1854.33,-41279.41,01/28/2026
01/26/2026,"EXPIRED CALL (HOOD) ROBINHOOD MKTS INC JAN 23 26 $109 as of Jan-23-2026 CALL (HOOD) ROBINHOOD MKTS INC JAN 23 26 $109 (100 SHS) (Margin)", -HOOD260123C109,"CALL (HOOD) ROBINHOOD MKTS INC JAN 23 26 $109 (100 SHS)",Margin,,5,,,,0.00,-43133.74,
01/26/2026,"EXPIRED CALL (AAPL) APPLE INC JAN 23 26 $250 as of Jan-23-2026 CALL (AAPL) APPLE INC JAN 23 26 $250 (100 SHS) (Margin)", -AAPL260123C250,"CALL (AAPL) APPLE INC JAN 23 26 $250 (100 SHS)",Margin,,2,,,,0.00,-43133.74,
01/26/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC JAN 30 26 $112 (100 SHS) (Margin)", -HOOD260130C112,"CALL (HOOD) ROBINHOOD MKTS INC JAN 30 26 $112 (100 SHS)",Margin,0.96,5,3.25,0.12,,-483.37,-43133.74,01/27/2026
01/26/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC JAN 30 26 $112 (100 SHS) (Margin)", -HOOD260130C112,"CALL (HOOD) ROBINHOOD MKTS INC JAN 30 26 $112 (100 SHS)",Margin,1.11,-2,1.3,0.05,,220.65,-42650.37,01/27/2026
01/26/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC JAN 30 26 $112 (100 SHS) (Margin)", -HOOD260130C112,"CALL (HOOD) ROBINHOOD MKTS INC JAN 30 26 $112 (100 SHS)",Margin,1.26,-3,1.95,0.07,,375.98,-42871.02,01/27/2026
01/26/2026,"YOU SOLD OPENING TRANSACTION PUT (CRWV) COREWEAVE INC COM CLJAN 30 26 $90 (100 SHS) (Margin)", -CRWV260130P90,"PUT (CRWV) COREWEAVE INC COM CLJAN 30 26 $90 (100 SHS)",Margin,1.16,-1,0.65,0.02,,115.33,-43247.00,01/27/2026
01/26/2026,"YOU SOLD OPENING TRANSACTION CALL (AAPL) APPLE INC JAN 30 26 $260 (100 SHS) (Margin)", -AAPL260130C260,"CALL (AAPL) APPLE INC JAN 30 26 $260 (100 SHS)",Margin,2.56,-1,0.65,0.02,,255.33,-43362.33,01/27/2026
01/26/2026,"YOU SOLD OPENING TRANSACTION CALL (AAPL) APPLE INC JAN 30 26 $260 (100 SHS) (Margin)", -AAPL260130C260,"CALL (AAPL) APPLE INC JAN 30 26 $260 (100 SHS)",Margin,2.76,-1,0.65,0.02,,275.33,-43617.66,01/27/2026
01/26/2026,"YOU BOUGHT CLOSING TRANSACTION PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS) (Margin)", -IBIT260130P50,"PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS)",Margin,0.91,5,3.25,0.12,,-458.37,-43892.99,01/27/2026
01/26/2026,"YOU SOLD OPENING TRANSACTION PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS) (Margin)", -IBIT260130P50,"PUT (IBIT) ISHARES BITCOIN JAN 30 26 $50 (100 SHS)",Margin,1.23,-5,3.25,0.12,,611.63,-43434.62,01/27/2026
01/23/2026,"YOU SOLD OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC JAN 23 26 $109 (100 SHS) (Margin)", -HOOD260123C109,"CALL (HOOD) ROBINHOOD MKTS INC JAN 23 26 $109 (100 SHS)",Margin,0.04,-5,1,0.12,,18.88,-44046.25,01/26/2026
