

Run Date,Action,Symbol,Description,Type,Price ($),Quantity,Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
10/15/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $41 (100 SHS) (Margin)", -PLTR241115P41,"PUT (PLTR) PALANTIR NOV 15 24 $41 (100 SHS)",Margin,2.66,-1,0.65,0.03,,265.32,53576.14,10/16/2024
10/15/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS) (Margin)", -NVDA250620P110,"PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS)",Margin,10.5,-1,0.65,0.06,,1049.29,53310.82,10/16/2024
10/15/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS) (Margin)", -NVDA250620P110,"PUT (NVDA) NVIDIA CORPORATION JUN 20 25 $110 (100 SHS)",Margin,10.7,-1,0.65,0.06,,1069.29,52261.53,10/16/2024
10/15/2024,"YOU SOLD OPENING TRANSACTION PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $70 (100 SHS) (Margin)", -UBER251219P70,"PUT (UBER) UBER TECHNOLOGIES DEC 19 25 $70 (100 SHS)",Margin,6.05,-1,0.65,0.05,,604.3,51192.24,10/16/2024
10/14/2024,"ASSIGNED as of Oct-11-2024 CALL (NVDA) NVIDIA CORPORATION OCT 11 24 $130 (100 SHS) (Margin)", -NVDA241011C130,"CALL (NVDA) NVIDIA CORPORATION OCT 11 24 $130 (100 SHS)",Margin,,3,,,,0.00,50587.94,
10/14/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION NOV 15 24 $130 (100 SHS) (Margin)", -NVDA241115P130,"PUT (NVDA) NVIDIA CORPORATION NOV 15 24 $130 (100 SHS)",Margin,3.78,1,0.65,0.03,,-378.68,50587.94,10/15/2024
10/14/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS) (Margin)", -PLTR241115P40,"PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS)",Margin,1.7,1,0.65,0.03,,-170.68,50966.62,10/15/2024
10/14/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $35 (100 SHS) (Margin)", -PLTR241115P35,"PUT (PLTR) PALANTIR NOV 15 24 $35 (100 SHS)",Margin,0.55,1,,0.03,,-55.03,51137.30,10/15/2024
10/14/2024,"YOU SOLD ASSIGNED CALLS AS OF 10-11-24 NVIDIA CORPORATION COM (NVDA) (Margin)",NVDA,"NVIDIA CORPORATION COM",Margin,130,-300,,1.09,,38998.91,51192.33,10/15/2024
10/11/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $131 (100 SHS) (Margin)", -NVDA241025P131,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $131 (100 SHS)",Margin,2.48,1,0.65,0.03,,-248.68,12193.42,10/15/2024
10/11/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION NOV 15 24 $130 (100 SHS) (Margin)", -NVDA241115P130,"PUT (NVDA) NVIDIA CORPORATION NOV 15 24 $130 (100 SHS)",Margin,5.45,-1,0.65,0.05,,544.3,12442.10,10/15/2024
10/11/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS) (Margin)", -PLTR241115P40,"PUT (PLTR) PALANTIR NOV 15 24 $40 (100 SHS)",Margin,2.08,-1,0.65,0.03,,207.32,11897.80,10/15/2024
10/11/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $35 (100 SHS) (Margin)", -PLTR241115P35,"PUT (PLTR) PALANTIR NOV 15 24 $35 (100 SHS)",Margin,0.72,-1,0.65,0.03,,71.32,11690.48,10/15/2024
10/10/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $130 (100 SHS) (Margin)", -NVDA241025P130,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $130 (100 SHS)",Margin,2.71,1,0.65,0.03,,-271.68,11619.16,10/11/2024
10/10/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $130 (100 SHS) (Margin)", -NVDA241025P130,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $130 (100 SHS)",Margin,2.89,-1,0.65,0.03,,288.32,11890.84,10/11/2024
10/10/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $131 (100 SHS) (Margin)", -NVDA241025P131,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $131 (100 SHS)",Margin,3.07,-1,0.65,0.03,,306.32,11602.52,10/11/2024
10/10/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $128 (100 SHS) (Margin)", -NVDA241025P128,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $128 (100 SHS)",Margin,2.51,2,1.3,0.06,,-503.36,11296.20,10/11/2024
10/10/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $129 (100 SHS) (Margin)", -NVDA241011P129,"PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $129 (100 SHS)",Margin,0.36,1,,0.03,,-36.03,11799.56,10/11/2024
10/09/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $128 (100 SHS) (Margin)", -NVDA241025P128,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $128 (100 SHS)",Margin,2.85,-1,0.65,0.03,,284.32,11835.59,10/10/2024
10/09/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $128 (100 SHS) (Margin)", -NVDA241025P128,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $128 (100 SHS)",Margin,2.96,-1,0.65,0.03,,295.32,11551.27,10/10/2024
10/09/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $129 (100 SHS) (Margin)", -NVDA241011P129,"PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $129 (100 SHS)",Margin,0.6,-1,0.65,0.03,,59.32,11255.95,10/10/2024
10/08/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $129 (100 SHS) (Margin)", -NVDA241025P129,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $129 (100 SHS)",Margin,3.35,2,1.3,0.06,,-671.36,11196.63,10/09/2024
10/08/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $129 (100 SHS) (Margin)", -NVDA241025P129,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $129 (100 SHS)",Margin,3.8,-1,0.65,0.05,,379.3,11867.99,10/09/2024
10/08/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $129 (100 SHS) (Margin)", -NVDA241025P129,"PUT (NVDA) NVIDIA CORPORATION OCT 25 24 $129 (100 SHS)",Margin,3.85,-1,0.65,0.05,,384.3,11488.69,10/09/2024
10/08/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $122 (100 SHS) (Margin)", -NVDA241011P122,"PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $122 (100 SHS)",Margin,0.37,2,,0.06,,-74.06,11104.39,10/09/2024
10/08/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $32 (100 SHS) (Margin)", -PLTR241115P32,"PUT (PLTR) PALANTIR NOV 15 24 $32 (100 SHS)",Margin,0.56,1,,0.03,,-56.03,11178.45,10/09/2024
10/07/2024,"EXPIRED CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $125 as of Oct-04-2024 CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $125 (100 SHS) (Margin)", -NVDA241004C125,"CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $125 (100 SHS)",Margin,,3,,,,0.00,11234.48,
10/07/2024,"EXPIRED PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $124 as of Oct-04-2024 PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $124 (100 SHS) (Margin)", -NVDA241004P124,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $124 (100 SHS)",Margin,,2,,,,0.00,11234.48,
10/07/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $122 (100 SHS) (Margin)", -NVDA241011P122,"PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $122 (100 SHS)",Margin,0.52,-1,0.65,0.03,,51.32,11234.48,10/08/2024
10/07/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $122 (100 SHS) (Margin)", -NVDA241011P122,"PUT (NVDA) NVIDIA CORPORATION OCT 11 24 $122 (100 SHS)",Margin,0.54,-1,0.65,0.03,,53.32,11183.16,10/08/2024
10/07/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION OCT 11 24 $130 (100 SHS) (Margin)", -NVDA241011C130,"CALL (NVDA) NVIDIA CORPORATION OCT 11 24 $130 (100 SHS)",Margin,1.21,-1,0.65,0.03,,120.32,11129.84,10/08/2024
10/07/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION OCT 11 24 $130 (100 SHS) (Margin)", -NVDA241011C130,"CALL (NVDA) NVIDIA CORPORATION OCT 11 24 $130 (100 SHS)",Margin,1.21,-2,1.3,0.06,,240.64,11009.52,10/08/2024
10/07/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $32 (100 SHS) (Margin)", -PLTR241115P32,"PUT (PLTR) PALANTIR NOV 15 24 $32 (100 SHS)",Margin,0.65,-1,0.65,0.03,,64.32,10768.88,10/08/2024
10/04/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $118 (100 SHS) (Margin)", -NVDA241004P118,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $118 (100 SHS)",Margin,0.05,2,,0.06,,-10.06,10704.56,10/07/2024
10/04/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $120 (100 SHS) (Margin)", -NVDA241004P120,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $120 (100 SHS)",Margin,0.04,2,,0.06,,-8.06,10714.62,10/07/2024
10/04/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $120 (100 SHS) (Margin)", -NVDA241004P120,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $120 (100 SHS)",Margin,0.16,-2,1.3,0.06,,30.64,10722.68,10/07/2024
10/04/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $125 (100 SHS) (Margin)", -NVDA241004C125,"CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $125 (100 SHS)",Margin,0.17,-1,0.65,0.03,,16.32,10692.04,10/07/2024
10/04/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $125 (100 SHS) (Margin)", -NVDA241004C125,"CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $125 (100 SHS)",Margin,0.17,-2,1.3,0.06,,32.64,10675.72,10/07/2024
10/04/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $124 (100 SHS) (Margin)", -NVDA241004P124,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $124 (100 SHS)",Margin,0.13,-2,1.3,0.06,,24.64,10643.08,10/07/2024
10/04/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $123 (100 SHS) (Margin)", -NVDA241004P123,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $123 (100 SHS)",Margin,0.05,2,,0.06,,-10.06,10618.44,10/07/2024
10/04/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $123 (100 SHS) (Margin)", -NVDA241004P123,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $123 (100 SHS)",Margin,0.13,-2,1.3,0.06,,24.64,10628.50,10/07/2024
10/03/2024,"DIVIDEND RECEIVED NVIDIA CORPORATION COM (NVDA) (Margin)",NVDA,"NVIDIA CORPORATION COM",Margin,,0.000,,,,6,10603.86,
10/03/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $118 (100 SHS) (Margin)", -NVDA241004P118,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $118 (100 SHS)",Margin,0.29,-2,1.3,0.06,,56.64,10597.86,10/04/2024
10/02/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $110 (100 SHS) (Margin)", -NVDA241004P110,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $110 (100 SHS)",Margin,0.14,1,,0.03,,-14.03,10541.22,10/03/2024
10/02/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $110 (100 SHS) (Margin)", -NVDA241004P110,"PUT (NVDA) NVIDIA CORPORATION OCT 04 24 $110 (100 SHS)",Margin,0.5,-1,0.65,0.03,,49.32,10555.25,10/03/2024
10/02/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $30 (100 SHS) (Margin)", -PLTR241115P30,"PUT (PLTR) PALANTIR NOV 15 24 $30 (100 SHS)",Margin,0.55,2,,0.06,,-110.06,10505.93,10/03/2024
10/01/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $128 (100 SHS) (Margin)", -NVDA241004C128,"CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $128 (100 SHS)",Margin,0.09,3,,0.08,,-27.08,10615.99,10/02/2024
09/30/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,47.2,,,,-47.2,10643.07,
09/30/2024,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,47.2,10643.07,
09/30/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $128 (100 SHS) (Margin)", -NVDA241004C128,"CALL (NVDA) NVIDIA CORPORATION OCT 04 24 $128 (100 SHS)",Margin,0.34,-3,1.95,0.08,,99.97,10595.87,10/01/2024
09/27/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS) (Margin)", -NVDA240927C124,"CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS)",Margin,0.06,3,,0.08,,-18.08,10495.90,09/30/2024
09/27/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS) (Margin)", -NVDA240927C124,"CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS)",Margin,0.37,2,,0.06,,-74.06,10513.98,09/30/2024
09/27/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS) (Margin)", -NVDA240927C124,"CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS)",Margin,0.37,1,,0.03,,-37.03,10588.04,09/30/2024
09/27/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS) (Margin)", -NVDA240927C124,"CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS)",Margin,0.16,-3,1.95,0.08,,45.97,10625.07,09/30/2024
09/27/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS) (Margin)", -NVDA240927C124,"CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS)",Margin,0.59,-3,1.95,0.08,,174.97,10579.10,09/30/2024
09/26/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,20.99,3,1.95,0.08,,-6299.03,10404.13,09/27/2024
09/25/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,21.55,-3,1.95,0.26,,6462.79,16703.16,09/26/2024
09/24/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS) (Margin)", -NVDA240927C124,"CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS)",Margin,0.16,3,,0.08,,-48.08,10240.37,09/25/2024
09/24/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $30 (100 SHS) (Margin)", -PLTR241115P30,"PUT (PLTR) PALANTIR NOV 15 24 $30 (100 SHS)",Margin,0.59,-1,0.65,0.03,,58.32,10288.45,09/25/2024
09/24/2024,"YOU SOLD OPENING TRANSACTION PUT (PLTR) PALANTIR NOV 15 24 $30 (100 SHS) (Margin)", -PLTR241115P30,"PUT (PLTR) PALANTIR NOV 15 24 $30 (100 SHS)",Margin,0.64,-1,0.65,0.03,,63.32,10230.13,09/25/2024
09/23/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS) (Margin)", -NVDA240927C124,"CALL (NVDA) NVIDIA CORPORATION SEP 27 24 $124 (100 SHS)",Margin,0.36,-3,1.95,0.08,,105.97,10166.81,09/24/2024
09/17/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,18.45,3,1.95,0.08,,-5537.03,10060.84,09/18/2024
09/11/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $130 (100 SHS) (Margin)", -NVDA250117C130,"CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $130 (100 SHS)",Margin,8.75,-1,0.65,0.06,,874.29,15597.87,09/12/2024
09/11/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $130 (100 SHS) (Margin)", -NVDA250117C130,"CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $130 (100 SHS)",Margin,8.3,-2,1.3,0.11,,1658.59,14723.58,09/12/2024
09/11/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION DEC 19 25 $80 (100 SHS) (Margin)", -NVDA251219P80,"PUT (NVDA) NVIDIA CORPORATION DEC 19 25 $80 (100 SHS)",Margin,8.95,1,0.65,0.03,,-895.68,13064.99,09/12/2024
09/11/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,17.75,-1,0.65,0.08,,1774.27,13960.67,09/12/2024
09/11/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,18.65,-1,0.65,0.09,,1864.26,12186.40,09/12/2024
09/11/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,19.25,-1,0.65,0.09,,1924.26,10322.14,09/12/2024
09/06/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,12.7,3,1.95,0.08,,-3812.03,8397.88,09/09/2024
09/03/2024,"EXPIRED PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $117 as of Aug-30-2024 PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $117 (100 SHS) (Margin)", -NVDA240830P117,"PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $117 (100 SHS)",Margin,,3,,,,0.00,12209.91,
09/03/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION DEC 19 25 $80 (100 SHS) (Margin)", -NVDA251219P80,"PUT (NVDA) NVIDIA CORPORATION DEC 19 25 $80 (100 SHS)",Margin,9.55,-1,0.65,0.06,,954.29,12209.91,09/04/2024
09/03/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $140 (100 SHS) (Margin)", -NVDA250117C140,"CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $140 (100 SHS)",Margin,5.15,3,1.95,0.08,,-1547.03,11255.62,09/04/2024
08/30/2024,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,36.02,,,,-36.02,12802.65,
08/30/2024,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,36.02,12802.65,
08/30/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $117 (100 SHS) (Margin)", -NVDA240830P117,"PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $117 (100 SHS)",Margin,0.11,-3,1.65,0.08,,31.27,12766.63,09/03/2024
08/27/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $110 (100 SHS) (Margin)", -NVDA240830P110,"PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $110 (100 SHS)",Margin,1.06,2,1.3,0.05,,-213.35,12735.36,08/28/2024
08/26/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $110 (100 SHS) (Margin)", -NVDA240830P110,"PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $110 (100 SHS)",Margin,1.36,-1,0.65,0.03,,135.32,12948.71,08/27/2024
08/26/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $110 (100 SHS) (Margin)", -NVDA240830P110,"PUT (NVDA) NVIDIA CORPORATION AUG 30 24 $110 (100 SHS)",Margin,1.66,-1,0.65,0.03,,165.32,12813.39,08/27/2024
08/23/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION AUG 23 24 $120 (100 SHS) (Margin)", -NVDA240823P120,"PUT (NVDA) NVIDIA CORPORATION AUG 23 24 $120 (100 SHS)",Margin,0.16,1,,0.03,,-16.03,12648.07,08/26/2024
08/22/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION AUG 23 24 $120 (100 SHS) (Margin)", -NVDA240823P120,"PUT (NVDA) NVIDIA CORPORATION AUG 23 24 $120 (100 SHS)",Margin,0.76,-1,0.65,0.03,,75.32,12664.10,08/23/2024
08/21/2024,"MARGIN INTEREST as of Aug-20-2024 (Margin)",,"No Description",Margin,,0.000,,,,-9.34,12588.78,
08/16/2024,"YOU SOLD SNOWFLAKE INC. COMMON STOCK (SNOW) (Margin)",SNOW,"SNOWFLAKE INC. COMMON STOCK",Margin,127.6,-40,,0.15,,5103.85,12598.12,08/19/2024
08/08/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION AUG 15 25 $80 (100 SHS) (Margin)", -NVDA250815P80,"PUT (NVDA) NVIDIA CORPORATION AUG 15 25 $80 (100 SHS)",Margin,9.7,1,0.65,0.03,,-970.68,7494.27,08/09/2024
08/08/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,14.5,-3,1.95,0.21,,4347.84,8464.95,08/09/2024
08/08/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $140 (100 SHS) (Margin)", -NVDA250117C140,"CALL (NVDA) NVIDIA CORPORATION JAN 17 25 $140 (100 SHS)",Margin,5.5,-3,1.95,0.13,,1647.92,4117.11,08/09/2024
08/07/2024,"YOU SOLD OPENING TRANSACTION PUT (NVDA) NVIDIA CORPORATION AUG 15 25 $80 (100 SHS) (Margin)", -NVDA250815P80,"PUT (NVDA) NVIDIA CORPORATION AUG 15 25 $80 (100 SHS)",Margin,10.3,-1,0.65,0.06,,1029.29,2469.19,08/08/2024
08/07/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,14.9,6,3.9,0.16,,-8944.06,1439.90,08/08/2024
08/06/2024,"YOU BOUGHT CLOSING TRANSACTION PUT (NVDA) NVIDIA CORPORATION AUG 09 24 $108 (100 SHS) (Margin)", -NVDA240809P108,"PUT (NVDA) NVIDIA CORPORATION AUG 09 24 $108 (100 SHS)",Margin,5.3,1,0.65,0.03,,-530.68,10383.96,08/07/2024
08/06/2024,"YOU BOUGHT CLOSING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,15.65,6,3.9,0.16,,-9394.06,10914.64,08/07/2024
08/06/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,15.8,-6,3.9,0.43,,9475.67,20308.70,08/07/2024
08/06/2024,"YOU SOLD OPENING TRANSACTION CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS) (Margin)", -NVDA251219C150,"CALL (NVDA) NVIDIA CORPORATION DEC 19 25 $150 (100 SHS)",Margin,16.15,-6,3.9,0.43,,9685.67,10833.03,08/07/2024
